0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = true, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_timeout = 0.000, provers = ["cvc5_proof"], slices = 192,
0.sledgehammer initialize  smt_proofs = true, spy = false, strict = false, timeout = 30.000, try0 =
0.sledgehammer initialize  false, type_enc = NONE, uncurried_aliases = NONE, verbose = true}
0.sledgehammer goal.by         4676ms Matrix_Tensor.Matrix_Tensor 1332:47448  some (SH 4675ms, ATP 1576ms): Try this: by (smt (cvc5) nth_Cons_0)
0.sledgehammer goal.by         4717ms Matrix_Tensor.Matrix_Tensor 1339:47773  some (SH 4717ms, ATP 1436ms): Try this: by (smt (cvc5) nth_Cons_0)
0.sledgehammer goal.by         3861ms Matrix_Tensor.Matrix_Tensor 1341:47820  some (SH 3861ms, ATP 1245ms): Try this: by (smt (cvc5) "2" \<open>a \<noteq> []\<close> length_greater_0_conv length_greater_0_conv less_numeral_extra(3) row_length_Nil)
0.sledgehammer goal.by         4297ms Matrix_Tensor.Matrix_Tensor 1351:48289  some (SH 4296ms, ATP 1655ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     18531ms Matrix_Tensor.Matrix_Tensor 1360:48689  timeout (SH 18530ms): Timed out
0.sledgehammer goal.by         7451ms Matrix_Tensor.Matrix_Tensor 1363:48768  some (SH 7450ms, ATP 1621ms): Try this: by (smt (cvc5) One_nat_def Suc_eq_plus1 \<open>0 < length (a # M)\<close> bot_nat_0.not_eq_extremum length_reduct list.size(3) local.Nil reduct.simps(2))
0.sledgehammer goal.by         8233ms Matrix_Tensor.Matrix_Tensor 1365:48840  some (SH 8232ms, ATP 1683ms): Try this: by (smt (cvc5) less_one)
0.sledgehammer goal.using      7050ms Matrix_Tensor.Matrix_Tensor 1373:49270  some (SH 7050ms, ATP 1297ms): Try this: by (smt (cvc5) "6" local.Nil)
0.sledgehammer goal.by         3214ms Matrix_Tensor.Matrix_Tensor 1373:49282  some (SH 3213ms, ATP 930ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4039ms Matrix_Tensor.Matrix_Tensor 1374:49315  some (SH 4038ms, ATP 1677ms): Try this: by (smt (cvc5) local.Nil)
0.sledgehammer goal.by         3070ms Matrix_Tensor.Matrix_Tensor 1374:49325  some (SH 3069ms, ATP 1087ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3786ms Matrix_Tensor.Matrix_Tensor 1379:49510  some (SH 3785ms, ATP 1506ms): Try this: by (smt (cvc5) row_length_eq)
0.sledgehammer goal.by         3786ms Matrix_Tensor.Matrix_Tensor 1379:49530  some (SH 3786ms, ATP 1650ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7143ms Matrix_Tensor.Matrix_Tensor 1383:49703  some (SH 7143ms, ATP 1347ms): Try this: by (smt (cvc5) Int.nat_int Suc_nat_eq_nat_zadd1 nth_Cons_Suc of_nat_0_less_iff vec_mat_Tensor.simps(2))
0.sledgehammer goal.using      7025ms Matrix_Tensor.Matrix_Tensor 1383:49733  some (SH 7024ms, ATP 883ms): Try this: by (smt (cvc5) Int.nat_int Suc_nat_eq_nat_zadd1 nth_Cons_Suc of_nat_0_less_iff)
0.sledgehammer goal.by         6829ms Matrix_Tensor.Matrix_Tensor 1383:49752  some (SH 6829ms, ATP 696ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7154ms Matrix_Tensor.Matrix_Tensor 1393:50228  some (SH 7154ms, ATP 1092ms): Try this: by (smt (cvc5) Cons.hyps local.Cons mult.commute)
0.sledgehammer goal.by         7029ms Matrix_Tensor.Matrix_Tensor 1393:50262  some (SH 7029ms, ATP 639ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         7495ms Matrix_Tensor.Matrix_Tensor 1396:50421  some (SH 7495ms, ATP 637ms): Try this: by (smt (cvc5) One_nat_def add_diff_cancel_right' less_diff_conv list.size(4))
0.sledgehammer goal.by         7047ms Matrix_Tensor.Matrix_Tensor 1400:50563  some (SH 7046ms, ATP 828ms): Try this: by (smt (cvc5) Int.nat_int Suc_nat_eq_nat_zadd1 length_Cons nat_add_left_cancel_less of_nat_0_less_iff plus_1_eq_Suc)
0.sledgehammer goal.using      2603ms Matrix_Tensor.Matrix_Tensor 1409:50968  some (SH 2602ms, ATP 439ms): Try this: by (smt (cvc5) "9")
0.sledgehammer goal.by         2305ms Matrix_Tensor.Matrix_Tensor 1409:51002  some (SH 2304ms, ATP 496ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         2997ms Matrix_Tensor.Matrix_Tensor 1419:51445  some (SH 2997ms, ATP 544ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7169ms Matrix_Tensor.Matrix_Tensor 1421:51532  some (SH 7168ms, ATP 676ms): Try this: by (smt (cvc5) list_int_nat)
0.sledgehammer goal.by         6841ms Matrix_Tensor.Matrix_Tensor 1421:51551  some (SH 6841ms, ATP 681ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         7982ms Matrix_Tensor.Matrix_Tensor 1431:52050  some (SH 7981ms, ATP 1133ms): Try this: by (smt (cvc5) calculation(1,2))
0.sledgehammer goal.using      6846ms Matrix_Tensor.Matrix_Tensor 1442:52571  some (SH 6845ms, ATP 1165ms): Try this: by (smt (cvc5) reduct_matrix)
0.sledgehammer goal.by         3194ms Matrix_Tensor.Matrix_Tensor 1442:52591  some (SH 3194ms, ATP 1061ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3856ms Matrix_Tensor.Matrix_Tensor 1445:52755  some (SH 3855ms, ATP 1312ms): Try this: by (smt (cvc5) "7")
0.sledgehammer goal.by         3551ms Matrix_Tensor.Matrix_Tensor 1453:53223  some (SH 3550ms, ATP 998ms): Try this: by (smt (cvc5) "7" calculation(3))
0.sledgehammer goal.by         7234ms Matrix_Tensor.Matrix_Tensor 1455:53311  some (SH 7233ms, ATP 552ms): Try this: by (smt (cvc5) bot_nat_0.not_eq_extremum)
0.sledgehammer goal.using      3539ms Matrix_Tensor.Matrix_Tensor 1465:53743  some (SH 3539ms, ATP 1011ms): Try this: by (smt (cvc5) local.Cons)
0.sledgehammer goal.by         3122ms Matrix_Tensor.Matrix_Tensor 1465:53755  some (SH 3122ms, ATP 1076ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3663ms Matrix_Tensor.Matrix_Tensor 1466:53794  some (SH 3662ms, ATP 1037ms): Try this: by (smt (cvc5) local.Cons)
0.sledgehammer goal.by         5106ms Matrix_Tensor.Matrix_Tensor 1468:53847  some (SH 5106ms, ATP 1064ms): Try this: by (smt (cvc5) mult.commute)
0.sledgehammer goal.by         3260ms Matrix_Tensor.Matrix_Tensor 1470:53900  some (SH 3259ms, ATP 916ms): Try this: by (smt (cvc5))
0.sledgehammer goal.apply     18071ms Matrix_Tensor.Matrix_Tensor 1487:54489  timeout (SH 18071ms): Timed out
0.sledgehammer goal.apply     17713ms Matrix_Tensor.Matrix_Tensor 1488:54507  timeout (SH 17713ms): Timed out
0.sledgehammer goal.proof     17664ms Matrix_Tensor.Matrix_Tensor 1489:54525  timeout (SH 17663ms): Timed out
0.sledgehammer goal.using      3810ms Matrix_Tensor.Matrix_Tensor 1492:54592  some (SH 3809ms, ATP 1270ms): Try this: by (smt (cvc5) row_length_Nil)
0.sledgehammer goal.by         3272ms Matrix_Tensor.Matrix_Tensor 1492:54613  some (SH 3271ms, ATP 1478ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         2480ms Matrix_Tensor.Matrix_Tensor 1494:54693  some (SH 2479ms, ATP 585ms): Try this: by (smt (cvc5) lambda_zero not_less0)
0.sledgehammer goal.by         3956ms Matrix_Tensor.Matrix_Tensor 1500:54987  some (SH 3956ms, ATP 1543ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3523ms Matrix_Tensor.Matrix_Tensor 1502:55039  some (SH 3522ms, ATP 972ms): Try this: by (smt (cvc5) Tensor.simps(1))
0.sledgehammer goal.by         3585ms Matrix_Tensor.Matrix_Tensor 1512:55491  some (SH 3584ms, ATP 562ms): Try this: by (smt (cvc5) \<open>i < row_length [] * row_length M2 \<longrightarrow> False\<close>)
0.sledgehammer goal.by         4207ms Matrix_Tensor.Matrix_Tensor 1513:55517  some (SH 4206ms, ATP 1179ms): Try this: by (smt (cvc5) calculation(1))
0.sledgehammer goal.by         3477ms Matrix_Tensor.Matrix_Tensor 1518:55627  some (SH 3476ms, ATP 1290ms): Try this: by (smt (cvc5) Tensor.simps(2))
0.sledgehammer goal.using      7943ms Matrix_Tensor.Matrix_Tensor 1521:55733  some (SH 7942ms, ATP 1372ms): Try this: by (smt (cvc5) append_simpl vec_mat_Tensor_length)
0.sledgehammer goal.by         3435ms Matrix_Tensor.Matrix_Tensor 1521:55774  some (SH 3434ms, ATP 1308ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3624ms Matrix_Tensor.Matrix_Tensor 1525:55997  some (SH 3623ms, ATP 1284ms): Try this: by (smt (cvc5) vec_mat_Tensor_elements)
0.sledgehammer goal.by         3374ms Matrix_Tensor.Matrix_Tensor 1525:56027  some (SH 3374ms, ATP 1387ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         2651ms Matrix_Tensor.Matrix_Tensor 1527:56099  some (SH 2651ms, ATP 450ms): Try this: by (smt (cvc5) div_less)
0.sledgehammer goal.by         3454ms Matrix_Tensor.Matrix_Tensor 1529:56184  some (SH 3454ms, ATP 611ms): Try this: by (smt (cvc5) nth_Cons_0)
0.sledgehammer goal.by         2697ms Matrix_Tensor.Matrix_Tensor 1531:56256  some (SH 2697ms, ATP 516ms): Try this: by (smt (cvc5) mod_less)
0.sledgehammer goal.by         3332ms Matrix_Tensor.Matrix_Tensor 1533:56349  some (SH 3331ms, ATP 542ms): Try this: by (smt (cvc5) calculation)
0.sledgehammer goal.using      5109ms Matrix_Tensor.Matrix_Tensor 1543:56787  some (SH 5108ms, ATP 1244ms): Try this: by (smt (cvc5) "1" "2" calculation vec_mat_Tensor_elements)
0.sledgehammer goal.by         3413ms Matrix_Tensor.Matrix_Tensor 1543:56837  some (SH 3413ms, ATP 1071ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7342ms Matrix_Tensor.Matrix_Tensor 1554:57319  some (SH 7341ms, ATP 1327ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1) mult.commute row_length_def step0)
0.sledgehammer goal.by         6797ms Matrix_Tensor.Matrix_Tensor 1554:57347  some (SH 6797ms, ATP 1445ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1) mult.commute)
0.sledgehammer goal.using      3769ms Matrix_Tensor.Matrix_Tensor 1557:57458  some (SH 3768ms, ATP 1238ms): Try this: by (smt (cvc5) append_simpl2 vec_mat_Tensor_length)
0.sledgehammer goal.by         2547ms Matrix_Tensor.Matrix_Tensor 1557:57512  some (SH 2546ms, ATP 1000ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7049ms Matrix_Tensor.Matrix_Tensor 1568:58020  some (SH 7048ms, ATP 716ms): Try this: by (smt (cvc5) local.Cons)
0.sledgehammer goal.by         2457ms Matrix_Tensor.Matrix_Tensor 1568:58036  some (SH 2456ms, ATP 703ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3612ms Matrix_Tensor.Matrix_Tensor 1571:58183  some (SH 3611ms, ATP 1326ms): Try this: by (smt (cvc5) reduct_matrix)
0.sledgehammer goal.by         3225ms Matrix_Tensor.Matrix_Tensor 1571:58203  some (SH 3224ms, ATP 1276ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3300ms Matrix_Tensor.Matrix_Tensor 1582:58690  some (SH 3299ms, ATP 460ms): Try this: by (smt (cvc5) "4" calculation(3))
0.sledgehammer goal.by         2776ms Matrix_Tensor.Matrix_Tensor 1582:58713  some (SH 2776ms, ATP 505ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by        34796ms Matrix_Tensor.Matrix_Tensor 1585:58847  some (SH 34796ms, ATP 994ms): Try this: by (smt (cvc5) \<open>j < length M2 \<longrightarrow> j div length M2 = 0\<close> add_less_cancel_right div_less_iff_less_mult div_self less_add_same_cancel2 mult_is_0 nat_div not_less_iff_gr_or_eq not_less_zero)
0.sledgehammer goal.by         7112ms Matrix_Tensor.Matrix_Tensor 1590:59004  some (SH 7111ms, ATP 767ms): Try this: by (smt (cvc5) One_nat_def list.size(4))
0.sledgehammer goal.using     16120ms Matrix_Tensor.Matrix_Tensor 1595:59143  some (SH 16119ms, ATP 3800ms): Try this: by (smt (cvc5) Euclidean_Rings.div_eq_0_iff Nat.le_imp_diff_is_add cancel_comm_monoid_add_class.diff_cancel cvc_arith_rewrite_defs(5) div_by_1 div_if le_eq_less_or_eq length_0_conv length_greater_0_conv nat_div zero_diff)
0.sledgehammer goal.by         6762ms Matrix_Tensor.Matrix_Tensor 1597:59264  some (SH 6761ms, ATP 572ms): Try this: by (smt (cvc5) Euclidean_Rings.div_eq_0_iff list.size(3))
0.sledgehammer goal.by         2363ms Matrix_Tensor.Matrix_Tensor 1603:59437  some (SH 2363ms, ATP 374ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     18436ms Matrix_Tensor.Matrix_Tensor 1615:59893  timeout (SH 18435ms): Timed out
0.sledgehammer goal.using      4812ms Matrix_Tensor.Matrix_Tensor 1618:59986  some (SH 4812ms, ATP 1287ms): Try this: by (smt (cvc5) local.Nil mult_is_0 row_length_Nil)
0.sledgehammer goal.by         3246ms Matrix_Tensor.Matrix_Tensor 1618:60024  some (SH 3245ms, ATP 1152ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         6938ms Matrix_Tensor.Matrix_Tensor 1620:60110  some (SH 6937ms, ATP 1144ms): Try this: by (smt (cvc5) not_less0)
0.sledgehammer goal.by         3117ms Matrix_Tensor.Matrix_Tensor 1627:60443  some (SH 3117ms, ATP 974ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3011ms Matrix_Tensor.Matrix_Tensor 1628:60473  some (SH 3010ms, ATP 866ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7155ms Matrix_Tensor.Matrix_Tensor 1633:60589  some (SH 7155ms, ATP 965ms): Try this: by (smt (cvc5) nth_Cons_pos order_less_le_trans zero_less_one)
0.sledgehammer goal.by         3085ms Matrix_Tensor.Matrix_Tensor 1633:60623  some (SH 3085ms, ATP 761ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6981ms Matrix_Tensor.Matrix_Tensor 1635:60702  some (SH 6980ms, ATP 1300ms): Try this: by (smt (cvc5) One_nat_def Suc_leI div_greater_zero_iff length_greater_0_conv list.distinct(1))
0.sledgehammer goal.by         3376ms Matrix_Tensor.Matrix_Tensor 1635:60758  some (SH 3375ms, ATP 1073ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3234ms Matrix_Tensor.Matrix_Tensor 1637:60852  some (SH 3233ms, ATP 435ms): Try this: by (smt (cvc5) bot_nat_0.extremum)
0.sledgehammer goal.using      6380ms Matrix_Tensor.Matrix_Tensor 1641:61037  some (SH 6380ms, ATP 594ms): Try this: by (smt (cvc5) calculation(1) nth_Cons_pos order_less_le_trans zero_less_one)
0.sledgehammer goal.by         2284ms Matrix_Tensor.Matrix_Tensor 1641:61084  some (SH 2283ms, ATP 503ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4192ms Matrix_Tensor.Matrix_Tensor 1645:61288  some (SH 4191ms, ATP 597ms): Try this: by (smt (cvc5) local.Cons)
0.sledgehammer goal.by         2386ms Matrix_Tensor.Matrix_Tensor 1645:61299  some (SH 2386ms, ATP 515ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7184ms Matrix_Tensor.Matrix_Tensor 1649:61479  some (SH 7184ms, ATP 951ms): Try this: by (smt (cvc5) le_mod_geq)
0.sledgehammer goal.by         2255ms Matrix_Tensor.Matrix_Tensor 1649:61501  some (SH 2254ms, ATP 496ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      2921ms Matrix_Tensor.Matrix_Tensor 1660:61980  some (SH 2921ms, ATP 605ms): Try this: by (smt (cvc5) local.Cons)
0.sledgehammer goal.by         2628ms Matrix_Tensor.Matrix_Tensor 1660:61991  some (SH 2628ms, ATP 554ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using     17956ms Matrix_Tensor.Matrix_Tensor 1671:62526  some (SH 17956ms, ATP 988ms): Try this: by (smt (cvc5) "0" \<open>j < length M2 \<longrightarrow> j div length M2 = 0\<close> add_diff_inverse_nat append_simpl3 calculation(1) cancel_comm_monoid_add_class.diff_cancel length_Tensor length_append length_greater_0_conv linorder_neqE_nat list.size(3) local.Cons not_one_le_zero vec_mat_Tensor_length)
0.sledgehammer goal.by        18457ms Matrix_Tensor.Matrix_Tensor 1671:62534  some (SH 18456ms, ATP 962ms): Try this: by (smt (cvc5) "0" \<open>j < length M2 \<longrightarrow> j div length M2 = 0\<close> append_simpl3 calculation(1) cancel_comm_monoid_add_class.diff_cancel le_add_diff_inverse length_Tensor length_append length_greater_0_conv list.size(3) local.Cons nat_neq_iff not_one_le_zero vec_mat_Tensor_length)
0.sledgehammer goal.using      7018ms Matrix_Tensor.Matrix_Tensor 1682:63038  some (SH 7018ms, ATP 917ms): Try this: by (smt (cvc5) "3" local.Cons)
0.sledgehammer goal.by         2918ms Matrix_Tensor.Matrix_Tensor 1682:63051  some (SH 2917ms, ATP 491ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     21194ms Matrix_Tensor.Matrix_Tensor 1693:63557  some (SH 21194ms, ATP 4516ms): Try this: by (smt (cvc5) "0" "11" "9" \<open>mat (row_length (v # M)) (length (v # M)) (v # M) \<longrightarrow> mat (row_length M) (length M) M\<close> add.commute length_Tensor length_append less_diff_conv2 less_mult_imp_div_less local.Cons mat_def nth_mem vec_def vec_mat_Tensor_length)
0.sledgehammer goal.by         6111ms Matrix_Tensor.Matrix_Tensor 1696:63642  some (SH 6110ms, ATP 1601ms): Try this: by (smt (cvc5) One_nat_def Suc_eq_plus1 length_reduct list.distinct(1) list.size(3) reduct.simps(2))
0.sledgehammer goal.by         7771ms Matrix_Tensor.Matrix_Tensor 1699:63762  some (SH 7770ms, ATP 1115ms): Try this: by (smt (cvc5) mult_1)
0.sledgehammer goal.using      8912ms Matrix_Tensor.Matrix_Tensor 1702:63865  some (SH 8911ms, ATP 1048ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1) row_length_def)
0.sledgehammer goal.by         3976ms Matrix_Tensor.Matrix_Tensor 1702:63886  some (SH 3975ms, ATP 1872ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1))
0.sledgehammer goal.using      4008ms Matrix_Tensor.Matrix_Tensor 1706:64064  some (SH 4007ms, ATP 1065ms): Try this: by (smt (cvc5) local.Nil)
0.sledgehammer goal.by         3271ms Matrix_Tensor.Matrix_Tensor 1706:64074  some (SH 3270ms, ATP 1210ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3971ms Matrix_Tensor.Matrix_Tensor 1708:64166  some (SH 3971ms, ATP 439ms): Try this: by (smt (cvc5) \<open>j < length M2 \<longrightarrow> j div length M2 = 0\<close> local.Cons)
0.sledgehammer goal.using      3816ms Matrix_Tensor.Matrix_Tensor 1711:64292  some (SH 3815ms, ATP 1060ms): Try this: by (smt (cvc5) "2" local.Cons)
0.sledgehammer goal.by         3214ms Matrix_Tensor.Matrix_Tensor 1711:64302  some (SH 3213ms, ATP 1173ms): Try this: by (smt (cvc5) "2" local.Cons)
0.sledgehammer goal.by         3797ms Matrix_Tensor.Matrix_Tensor 1714:64417  some (SH 3796ms, ATP 1549ms): Try this: by (smt (cvc5) \<open>j < length M2 \<longrightarrow> j mod length M2 = j\<close> local.Cons)
0.sledgehammer goal.using      7993ms Matrix_Tensor.Matrix_Tensor 1716:64504  some (SH 7993ms, ATP 1183ms): Try this: by (smt (cvc5) "0" Tensor.simps(1) append.right_neutral local.Cons local.Nil)
0.sledgehammer goal.by         3847ms Matrix_Tensor.Matrix_Tensor 1717:64562  some (SH 3846ms, ATP 1260ms): Try this: by (smt (cvc5) append.right_neutral)
0.sledgehammer goal.by         3393ms Matrix_Tensor.Matrix_Tensor 1726:65056  some (SH 3393ms, ATP 941ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6185ms Matrix_Tensor.Matrix_Tensor 1734:65430  some (SH 6184ms, ATP 965ms): Try this: by (smt (cvc5) Nil1 Nil2 local.Nil)
0.sledgehammer goal.by         3017ms Matrix_Tensor.Matrix_Tensor 1734:65450  some (SH 3017ms, ATP 823ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7891ms Matrix_Tensor.Matrix_Tensor 1743:65888  some (SH 7891ms, ATP 1169ms): Try this: by (smt (cvc5) "2" Nil1 Nil4 Nil5 local.Cons local.Nil)
0.sledgehammer goal.by         3003ms Matrix_Tensor.Matrix_Tensor 1743:65914  some (SH 3002ms, ATP 887ms): Try this: by (smt (cvc5) Nil1)
0.sledgehammer goal.by         3342ms Matrix_Tensor.Matrix_Tensor 1752:66408  some (SH 3341ms, ATP 782ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3182ms Matrix_Tensor.Matrix_Tensor 1753:66445  some (SH 3181ms, ATP 768ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4116ms Matrix_Tensor.Matrix_Tensor 1757:66591  some (SH 4116ms, ATP 1237ms): Try this: by (smt (cvc5) local.Cons row_length_eq)
0.sledgehammer goal.by         3030ms Matrix_Tensor.Matrix_Tensor 1757:66616  some (SH 3029ms, ATP 1128ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3378ms Matrix_Tensor.Matrix_Tensor 1758:66657  some (SH 3378ms, ATP 570ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3271ms Matrix_Tensor.Matrix_Tensor 1760:66700  some (SH 3270ms, ATP 533ms): Try this: by (smt (cvc5) local.Cons)
0.sledgehammer goal.by         3533ms Matrix_Tensor.Matrix_Tensor 1760:66711  some (SH 3532ms, ATP 497ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3436ms Matrix_Tensor.Matrix_Tensor 1762:66774  some (SH 3435ms, ATP 548ms): Try this: by (smt (cvc5) cvc_arith_rewrite_defs(5))
0.sledgehammer goal.using      4027ms Matrix_Tensor.Matrix_Tensor 1772:67225  some (SH 4026ms, ATP 727ms): Try this: by (smt (cvc5) mult.commute)
0.sledgehammer goal.by         2401ms Matrix_Tensor.Matrix_Tensor 1772:67245  some (SH 2400ms, ATP 536ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3884ms Matrix_Tensor.Matrix_Tensor 1773:67278  some (SH 3884ms, ATP 444ms): Try this: by (smt (cvc5) \<open>j < length M2 \<or> length M2 \<le> j\<close> step1 step2)
0.sledgehammer goal.using      4337ms Matrix_Tensor.Matrix_Tensor 1788:67726  some (SH 4337ms, ATP 1277ms): Try this: by (smt (cvc5) matrix_Tensor_elements)
0.sledgehammer goal.by         3212ms Matrix_Tensor.Matrix_Tensor 1788:67755  some (SH 3212ms, ATP 1099ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5748ms Matrix_Tensor.Matrix_Tensor 1798:68125  some (SH 5747ms, ATP 1219ms): Try this: by (smt (cvc5) assms(1,2,3,4) matrix_Tensor_elements)
0.sledgehammer goal.by         3235ms Matrix_Tensor.Matrix_Tensor 1798:68160  some (SH 3234ms, ATP 1109ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof      7029ms Matrix_Tensor.Matrix_Tensor 1806:68324  some (SH 7028ms, ATP 125ms): Try this: by (smt (cvc5) assms less_mult_imp_div_less)
0.sledgehammer goal.by         3015ms Matrix_Tensor.Matrix_Tensor 1809:68412  some (SH 3015ms, ATP 514ms): Try this: by (smt (cvc5) assms less_mult_imp_div_less)
0.sledgehammer goal.by         3535ms Matrix_Tensor.Matrix_Tensor 1811:68463  some (SH 3534ms, ATP 485ms): Try this: by (smt (cvc5) "0" assms less_mult_imp_div_less)
0.sledgehammer goal.using      3589ms Matrix_Tensor.Matrix_Tensor 1813:68524  some (SH 3589ms, ATP 622ms): Try this: by (smt (cvc5) "0" assms less_mult_imp_div_less)
